zeit,durchlauf,seed,score,zuege_pro_s,run_id,config
12:21:41,3,37,128.3,7847.1,dqn-20260725-121139,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.97, ""batch_size"": 512}"
12:31:42,3,37,133.85,10639.0,dqn-20260725-122141,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""train_every"": 2}"
12:41:45,3,37,138.7,7893.5,dqn-20260725-123143,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 1000, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
12:51:46,3,37,135.65,7910.9,dqn-20260725-124145,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 2000, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
13:01:48,3,37,139.3,8016.1,dqn-20260725-125147,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""balance_anteil"": 0.0}"
13:11:50,3,37,143.4,7893.1,dqn-20260725-130149,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""balance_anteil"": 0.5}"
13:21:52,3,37,121.05,10128.4,dqn-20260725-131151,"{""perception"": ""rich"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
13:31:54,3,37,127.85,9337.5,dqn-20260725-132153,"{""perception"": ""rich_grid5"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
13:41:56,3,37,128.5,8788.0,dqn-20260725-133155,"{""perception"": ""rich_grid7"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
13:51:57,3,37,133.3,8664.5,dqn-20260725-134157,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""hidden"": [128, 128]}"
14:01:59,3,37,144.3,7132.9,dqn-20260725-135158,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""hidden"": [256, 256]}"
14:12:01,3,37,147.65,5712.3,dqn-20260725-140200,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""hidden"": [512, 256]}"
14:22:04,3,37,140.95,6637.1,dqn-20260725-141202,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""prioritized"": true}"
14:32:06,3,37,122.7,6205.4,dqn-20260725-142205,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""activation"": ""tanh""}"
14:42:08,3,37,139.9,8438.9,dqn-20260725-143207,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""eps_decay_steps"": 40000}"
14:52:10,3,37,136.9,6545.8,dqn-20260725-144209,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""eps_decay_steps"": 150000}"
15:02:12,4,51,144.7,8148.9,dqn-20260725-145211,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
15:12:14,4,51,146.65,7771.4,dqn-20260725-150213,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.0, ""gamma"": 0.99, ""batch_size"": 512}"
15:22:16,4,51,136.35,7978.0,dqn-20260725-151215,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.25, ""gamma"": 0.99, ""batch_size"": 512}"
15:32:18,4,51,137.7,7456.1,dqn-20260725-152217,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.5, ""gamma"": 0.99, ""batch_size"": 512}"
15:42:21,4,51,138.95,8474.4,dqn-20260725-153219,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 1.0, ""gamma"": 0.99, ""batch_size"": 512}"
15:52:23,4,51,142.0,7955.8,dqn-20260725-154221,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""reward_step"": 0.0}"
16:02:25,4,51,138.45,7900.7,dqn-20260725-155224,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 1000, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
16:12:28,4,51,139.95,7635.6,dqn-20260725-160226,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 2000, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
16:22:31,4,51,130.85,4863.5,dqn-20260725-161229,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""num_games"": 8}"
16:32:33,4,51,131.05,9024.1,dqn-20260725-162232,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""num_games"": 24}"
16:42:35,4,51,123.55,7232.3,dqn-20260725-163234,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 1, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
16:52:38,4,51,137.65,6917.9,dqn-20260725-164236,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 3, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
17:02:39,4,51,124.5,10169.2,dqn-20260725-165239,"{""perception"": ""rich"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
17:12:41,4,51,126.95,9433.7,dqn-20260725-170240,"{""perception"": ""rich_grid5"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
17:22:43,4,51,133.4,8544.9,dqn-20260725-171241,"{""perception"": ""rich_grid7"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
17:32:45,4,51,94.45,7002.8,dqn-20260725-172244,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""reward_death"": -20.0}"
17:42:47,4,51,121.65,5837.7,dqn-20260725-173246,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""activation"": ""tanh""}"
17:52:50,4,51,131.7,6235.7,dqn-20260725-174248,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""prioritized"": true}"
18:02:52,4,51,105.65,6840.7,dqn-20260725-175251,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": true, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
18:12:54,4,51,131.8,7872.1,dqn-20260725-180253,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""eps_end"": 0.05}"
18:22:56,4,51,66.55,8221.1,dqn-20260725-181255,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 1, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
18:32:59,4,51,88.1,8403.8,dqn-20260725-182258,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 3, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
18:43:01,4,51,117.6,8385.7,dqn-20260725-183300,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 5, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512}"
18:53:03,4,51,133.0,7387.7,dqn-20260725-184302,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""learning_rate"": 0.0005}"
19:03:05,4,51,141.9,8163.7,dqn-20260725-185304,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""learning_rate"": 0.002}"
19:13:08,4,51,146.2,7745.6,dqn-20260725-190306,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""pfad_fokus_bonus"": 0.02}"
19:23:10,4,51,134.15,8044.7,dqn-20260725-191309,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.99, ""batch_size"": 512, ""pfad_fokus_bonus"": 0.1}"
19:33:12,4,51,115.5,7573.7,dqn-20260725-192311,"{""perception"": ""rich_grid9"", ""spiegel_lernen"": false, ""fruit_count"": 10, ""target_update"": 500, ""curriculum_anteil"": 1.0, ""n_step"": 5, ""pfad_fokus"": 0.7, ""gamma"": 0.95, ""batch_size"": 512}"
